datetime,water_level_STND_meters
10/18/2016 13:06,7.664
10/18/2016 13:12,7.68
10/18/2016 13:18,7.679
10/18/2016 13:24,7.701
10/18/2016 13:30,7.693
10/18/2016 13:36,7.693
10/18/2016 13:42,7.677
10/18/2016 13:48,7.674
10/18/2016 13:54,7.672
10/18/2016 14:00,7.659
10/18/2016 14:06,7.652
10/18/2016 14:12,7.646
10/18/2016 14:18,7.618
10/18/2016 14:24,7.606
10/18/2016 14:30,7.571
10/18/2016 14:36,7.549
10/18/2016 14:42,7.516
10/18/2016 14:48,7.483
10/18/2016 14:54,7.442
10/18/2016 15:00,7.415
10/18/2016 15:06,7.387
10/18/2016 15:12,7.362
10/18/2016 15:18,7.306
10/18/2016 15:24,7.284
10/18/2016 15:30,7.24
10/18/2016 15:36,7.195
10/18/2016 15:42,7.168
10/18/2016 15:48,7.125
10/18/2016 15:54,7.078
10/18/2016 16:00,7.02
10/18/2016 16:06,7.006
10/18/2016 16:12,6.942
10/18/2016 16:18,6.903
10/18/2016 16:24,6.863
10/18/2016 16:30,6.816
10/18/2016 16:36,6.771
10/18/2016 16:42,6.728
10/18/2016 16:48,6.689
10/18/2016 16:54,6.647
10/18/2016 17:00,6.614
10/18/2016 17:06,6.571
10/18/2016 17:12,6.546
10/18/2016 17:18,6.496
10/18/2016 17:24,6.447
10/18/2016 17:30,6.409
10/18/2016 17:36,6.369
10/18/2016 17:42,6.328
10/18/2016 17:48,6.304
10/18/2016 17:54,6.262
10/18/2016 18:00,6.217
10/18/2016 18:06,6.168
10/18/2016 18:12,6.145
10/18/2016 18:18,6.115
10/18/2016 18:24,6.081
10/18/2016 18:30,6.043
10/18/2016 18:36,6.02
10/18/2016 18:42,5.992
10/18/2016 18:48,5.972
10/18/2016 18:54,5.937
10/18/2016 19:00,5.919
10/18/2016 19:06,5.892
10/18/2016 19:12,5.872
10/18/2016 19:18,5.856
10/18/2016 19:24,5.85
10/18/2016 19:30,5.831
10/18/2016 19:36,5.825
10/18/2016 19:42,5.806
10/18/2016 19:48,5.809
10/18/2016 19:54,5.798
10/18/2016 20:00,5.795
10/18/2016 20:06,5.784
10/18/2016 20:12,5.791
10/18/2016 20:18,5.794
10/18/2016 20:24,5.788
10/18/2016 20:30,5.829
10/18/2016 20:36,5.836
10/18/2016 20:42,5.872
10/18/2016 20:48,5.877
10/18/2016 20:54,5.893
10/18/2016 21:00,5.908
10/18/2016 21:06,5.942
10/18/2016 21:12,5.975
10/18/2016 21:18,5.994
10/18/2016 21:24,6.043
10/18/2016 21:30,6.072
10/18/2016 21:36,6.101
10/18/2016 21:42,6.126
10/18/2016 21:48,6.17
10/18/2016 21:54,6.21
10/18/2016 22:00,6.245
10/18/2016 22:06,6.275
10/18/2016 22:12,6.3
10/18/2016 22:18,6.354
10/18/2016 22:24,6.381
10/18/2016 22:30,6.423
10/18/2016 22:36,6.448
10/18/2016 22:42,6.488
10/18/2016 22:48,6.543
10/18/2016 22:54,6.594
10/18/2016 23:00,6.626
10/18/2016 23:06,6.665
10/18/2016 23:12,6.707
10/18/2016 23:18,6.763
10/18/2016 23:24,6.793
10/18/2016 23:30,6.831
10/18/2016 23:36,6.855
10/18/2016 23:42,6.907
10/18/2016 23:48,6.944
10/18/2016 23:54,6.968
10/19/2016 0:00,6.996
10/19/2016 0:06,7.024
10/19/2016 0:12,7.056
10/19/2016 0:18,7.076
10/19/2016 0:24,7.111
10/19/2016 0:30,7.13
10/19/2016 0:36,7.169
10/19/2016 0:42,7.189
10/19/2016 0:48,7.212
10/19/2016 0:54,7.234
10/19/2016 1:00,7.26
10/19/2016 1:06,7.27
10/19/2016 1:12,7.273
10/19/2016 1:18,7.3
10/19/2016 1:24,7.315
10/19/2016 1:30,7.329
10/19/2016 1:36,7.341
10/19/2016 1:42,7.335
10/19/2016 1:48,7.344
10/19/2016 1:54,7.344
10/19/2016 2:00,7.34
10/19/2016 2:06,7.336
10/19/2016 2:12,7.319
10/19/2016 2:18,7.312
10/19/2016 2:24,7.302
10/19/2016 2:30,7.285
10/19/2016 2:36,7.278
10/19/2016 2:42,7.263
10/19/2016 2:48,7.235
10/19/2016 2:54,7.224
10/19/2016 3:00,7.207
10/19/2016 3:06,7.193
10/19/2016 3:12,7.175
10/19/2016 3:18,7.143
10/19/2016 3:24,7.11
10/19/2016 3:30,7.096
10/19/2016 3:36,7.039
10/19/2016 3:42,7.03
10/19/2016 3:48,6.984
10/19/2016 3:54,6.955
10/19/2016 4:00,6.933
10/19/2016 4:06,6.89
10/19/2016 4:12,6.851
10/19/2016 4:18,6.815
10/19/2016 4:24,6.765
10/19/2016 4:30,6.728
10/19/2016 4:36,6.684
10/19/2016 4:42,6.645
10/19/2016 4:48,6.604
10/19/2016 4:54,6.557
10/19/2016 5:00,6.516
10/19/2016 5:06,6.466
10/19/2016 5:12,6.434
10/19/2016 5:18,6.409
10/19/2016 5:24,6.376
10/19/2016 5:30,6.333
10/19/2016 5:36,6.315
10/19/2016 5:42,6.277
10/19/2016 5:48,6.247
10/19/2016 5:54,6.222
10/19/2016 6:00,6.185
10/19/2016 6:06,6.14
10/19/2016 6:12,6.101
10/19/2016 6:18,6.069
10/19/2016 6:24,6.033
10/19/2016 6:30,5.999
10/19/2016 6:36,5.969
10/19/2016 6:42,5.949
10/19/2016 6:48,5.941
10/19/2016 6:54,5.922
10/19/2016 7:00,5.905
10/19/2016 7:06,5.871
10/19/2016 7:12,5.856
10/19/2016 7:18,5.827
10/19/2016 7:24,5.809
10/19/2016 7:30,5.787
10/19/2016 7:36,5.78
10/19/2016 7:42,5.766
10/19/2016 7:48,5.759
10/19/2016 7:54,5.754
10/19/2016 8:00,5.76
10/19/2016 8:06,5.757
10/19/2016 8:12,5.754
10/19/2016 8:18,5.754
10/19/2016 8:24,5.75
10/19/2016 8:30,5.752
10/19/2016 8:36,5.759
10/19/2016 8:42,5.768
10/19/2016 8:48,5.784
10/19/2016 8:54,5.803
10/19/2016 9:00,5.816
10/19/2016 9:06,5.839
10/19/2016 9:12,5.857
10/19/2016 9:18,5.884
10/19/2016 9:24,5.91
10/19/2016 9:30,5.938
10/19/2016 9:36,5.975
10/19/2016 9:42,6.017
10/19/2016 9:48,6.042
10/19/2016 9:54,6.079
10/19/2016 10:00,6.12
10/19/2016 10:06,6.155
10/19/2016 10:12,6.206
10/19/2016 10:18,6.233
10/19/2016 10:24,6.285
10/19/2016 10:30,6.339
10/19/2016 10:36,6.389
10/19/2016 10:42,6.437
10/19/2016 10:48,6.464
10/19/2016 10:54,6.512
10/19/2016 11:00,6.561
10/19/2016 11:06,6.608
10/19/2016 11:12,6.656
10/19/2016 11:18,6.7
10/19/2016 11:24,6.739
10/19/2016 11:30,6.786
10/19/2016 11:36,6.832
10/19/2016 11:42,6.872
10/19/2016 11:48,6.912
10/19/2016 11:54,6.952
10/19/2016 12:00,6.988
10/19/2016 12:06,7.042
10/19/2016 12:12,7.082
10/19/2016 12:18,7.122
10/19/2016 12:24,7.161
10/19/2016 12:30,7.195
10/19/2016 12:36,7.244
10/19/2016 12:42,7.282
10/19/2016 12:48,7.316
10/19/2016 12:54,7.349
10/19/2016 13:00,7.385
10/19/2016 13:06,7.416
10/19/2016 13:12,7.44
10/19/2016 13:18,7.474
10/19/2016 13:24,7.482
10/19/2016 13:30,7.496
10/19/2016 13:36,7.5
10/19/2016 13:42,7.526
10/19/2016 13:48,7.557
10/19/2016 13:54,7.571
10/19/2016 14:00,7.584
10/19/2016 14:06,7.595
10/19/2016 14:12,7.598
10/19/2016 14:18,7.605
10/19/2016 14:24,7.599
10/19/2016 14:30,7.606
10/19/2016 14:36,7.602
10/19/2016 14:42,7.58
10/19/2016 14:48,7.584
10/19/2016 14:54,7.57
10/19/2016 15:00,7.548
10/19/2016 15:06,7.546
10/19/2016 15:12,7.525
10/19/2016 15:18,7.501
10/19/2016 15:24,7.496
10/19/2016 15:30,7.481
10/19/2016 15:36,7.441
10/19/2016 15:42,7.41
10/19/2016 15:48,7.377
10/19/2016 15:54,7.345
10/19/2016 16:00,7.303
10/19/2016 16:06,7.274
10/19/2016 16:12,7.242
10/19/2016 16:18,7.207
10/19/2016 16:24,7.158
10/19/2016 16:30,7.132
10/19/2016 16:36,7.09
10/19/2016 16:42,7.057
10/19/2016 16:48,7.021
10/19/2016 16:54,6.976
10/19/2016 17:00,6.938
10/19/2016 17:06,6.908
10/19/2016 17:12,6.884
10/19/2016 17:18,6.831
10/19/2016 17:24,6.807
10/19/2016 17:30,6.766
10/19/2016 17:36,6.739
10/19/2016 17:42,6.691
10/19/2016 17:48,6.662
10/19/2016 17:54,6.612
10/19/2016 18:00,6.576
10/19/2016 18:06,6.551
10/19/2016 18:12,6.502
10/19/2016 18:18,6.454
10/19/2016 18:24,6.423
10/19/2016 18:30,6.389
10/19/2016 18:36,6.345
10/19/2016 18:42,6.324
10/19/2016 18:48,6.272
10/19/2016 18:54,6.249
10/19/2016 19:00,6.226
10/19/2016 19:06,6.203
10/19/2016 19:12,6.184
10/19/2016 19:18,6.156
10/19/2016 19:24,6.119
10/19/2016 19:30,6.086
10/19/2016 19:36,6.051
10/19/2016 19:42,6.028
10/19/2016 19:48,6.007
10/19/2016 19:54,5.974
10/19/2016 20:00,5.955
10/19/2016 20:06,5.935
10/19/2016 20:12,5.917
10/19/2016 20:18,5.901
10/19/2016 20:24,5.899
10/19/2016 20:30,5.883
10/19/2016 20:36,5.89
10/19/2016 20:42,5.871
10/19/2016 20:48,5.885
10/19/2016 20:54,5.871
10/19/2016 21:00,5.867
10/19/2016 21:06,5.868
10/19/2016 21:12,5.867
10/19/2016 21:18,5.884
10/19/2016 21:24,5.885
10/19/2016 21:30,5.903
10/19/2016 21:36,5.918
10/19/2016 21:42,5.942
10/19/2016 21:48,5.957
10/19/2016 21:54,5.979
10/19/2016 22:00,6.002
10/19/2016 22:06,6.025
10/19/2016 22:12,6.051
10/19/2016 22:18,6.072
10/19/2016 22:24,6.091
10/19/2016 22:30,6.111
10/19/2016 22:36,6.141
10/19/2016 22:42,6.153
10/19/2016 22:48,6.175
10/19/2016 22:54,6.212
10/19/2016 23:00,6.25
10/19/2016 23:06,6.288
10/19/2016 23:12,6.318
10/19/2016 23:18,6.363
10/19/2016 23:24,6.397
10/19/2016 23:30,6.433
10/19/2016 23:36,6.468
10/19/2016 23:42,6.498
10/19/2016 23:48,6.54
10/19/2016 23:54,6.573
10/20/2016 0:00,6.618
10/20/2016 0:06,6.646
10/20/2016 0:12,6.679
10/20/2016 0:18,6.699
10/20/2016 0:24,6.723
10/20/2016 0:30,6.753
10/20/2016 0:36,6.786
10/20/2016 0:42,6.82
10/20/2016 0:48,6.845
10/20/2016 0:54,6.884
10/20/2016 1:00,6.919
10/20/2016 1:06,6.934
10/20/2016 1:12,6.962
10/20/2016 1:18,6.987
10/20/2016 1:24,7.015
10/20/2016 1:30,7.029
10/20/2016 1:36,7.057
10/20/2016 1:42,7.078
10/20/2016 1:48,7.093
10/20/2016 1:54,7.121
10/20/2016 2:00,7.143
10/20/2016 2:06,7.152
10/20/2016 2:12,7.172
10/20/2016 2:18,7.174
10/20/2016 2:24,7.186
10/20/2016 2:30,7.196
10/20/2016 2:36,7.196
10/20/2016 2:42,7.203
10/20/2016 2:48,7.215
10/20/2016 2:54,7.21
10/20/2016 3:00,7.219
10/20/2016 3:06,7.211
10/20/2016 3:12,7.21
10/20/2016 3:18,7.204
10/20/2016 3:24,7.203
10/20/2016 3:30,7.194
10/20/2016 3:36,7.181
10/20/2016 3:42,7.183
10/20/2016 3:48,7.158
10/20/2016 3:54,7.136
10/20/2016 4:00,7.111
10/20/2016 4:06,7.089
10/20/2016 4:12,7.069
10/20/2016 4:18,7.041
10/20/2016 4:24,7.023
10/20/2016 4:30,7.008
10/20/2016 4:36,6.983
10/20/2016 4:42,6.95
10/20/2016 4:48,6.915
10/20/2016 4:54,6.89
10/20/2016 5:00,6.847
10/20/2016 5:06,6.823
10/20/2016 5:12,6.792
10/20/2016 5:18,6.756
10/20/2016 5:24,6.712
10/20/2016 5:30,6.683
10/20/2016 5:36,6.642
10/20/2016 5:42,6.628
10/20/2016 5:48,6.592
10/20/2016 5:54,6.564
10/20/2016 6:00,6.534
10/20/2016 6:06,6.494
10/20/2016 6:12,6.48
10/20/2016 6:18,6.439
10/20/2016 6:24,6.397
10/20/2016 6:30,6.364
10/20/2016 6:36,6.326
10/20/2016 6:42,6.294
10/20/2016 6:48,6.253
10/20/2016 6:54,6.214
10/20/2016 7:00,6.187
10/20/2016 7:06,6.161
10/20/2016 7:12,6.122
10/20/2016 7:18,6.094
10/20/2016 7:24,6.06
10/20/2016 7:30,6.042
10/20/2016 7:36,6.03
10/20/2016 7:42,6.016
10/20/2016 7:48,6.011
10/20/2016 7:54,5.973
10/20/2016 8:00,5.951
10/20/2016 8:06,5.909
10/20/2016 8:12,5.885
10/20/2016 8:18,5.861
10/20/2016 8:24,5.848
10/20/2016 8:30,5.838
10/20/2016 8:36,5.831
10/20/2016 8:42,5.822
10/20/2016 8:48,5.814
10/20/2016 8:54,5.822
10/20/2016 9:00,5.819
10/20/2016 9:06,5.811
10/20/2016 9:12,5.814
10/20/2016 9:18,5.81
10/20/2016 9:24,5.81
10/20/2016 9:30,5.818
10/20/2016 9:36,5.825
10/20/2016 9:42,5.841
10/20/2016 9:48,5.865
10/20/2016 9:54,5.88
10/20/2016 10:00,5.904
10/20/2016 10:06,5.926
10/20/2016 10:12,5.956
10/20/2016 10:18,5.984
10/20/2016 10:24,5.997
10/20/2016 10:30,6.03
10/20/2016 10:36,6.051
10/20/2016 10:42,6.089
10/20/2016 10:48,6.133
10/20/2016 10:54,6.163
10/20/2016 11:00,6.212
10/20/2016 11:06,6.252
10/20/2016 11:12,6.293
10/20/2016 11:18,6.316
10/20/2016 11:24,6.365
10/20/2016 11:30,6.407
10/20/2016 11:36,6.448
10/20/2016 11:42,6.481
10/20/2016 11:48,6.53
10/20/2016 11:54,6.574
10/20/2016 12:00,6.614
10/20/2016 12:06,6.662
10/20/2016 12:12,6.709
10/20/2016 12:18,6.761
10/20/2016 12:24,6.787
10/20/2016 12:30,6.824
10/20/2016 12:36,6.857
10/20/2016 12:42,6.892
10/20/2016 12:48,6.925
10/20/2016 12:54,6.955
10/20/2016 13:00,6.992
10/20/2016 13:06,7.045
10/20/2016 13:12,7.074
10/20/2016 13:18,7.1
10/20/2016 13:24,7.139
10/20/2016 13:30,7.177
10/20/2016 13:36,7.211
10/20/2016 13:42,7.258
10/20/2016 13:48,7.285
10/20/2016 13:54,7.311
10/20/2016 14:00,7.333
10/20/2016 14:06,7.353
10/20/2016 14:12,7.374
10/20/2016 14:18,7.402
10/20/2016 14:24,7.43
10/20/2016 14:30,7.44
10/20/2016 14:36,7.456
10/20/2016 14:42,7.468
10/20/2016 14:48,7.478
10/20/2016 14:54,7.495
10/20/2016 15:00,7.499
10/20/2016 15:06,7.51
10/20/2016 15:12,7.505
10/20/2016 15:18,7.496
10/20/2016 15:24,7.495
10/20/2016 15:30,7.488
10/20/2016 15:36,7.479
10/20/2016 15:42,7.486
10/20/2016 15:48,7.477
10/20/2016 15:54,7.463
10/20/2016 16:00,7.45
10/20/2016 16:06,7.433
10/20/2016 16:12,7.422
10/20/2016 16:18,7.403
10/20/2016 16:24,7.379
10/20/2016 16:30,7.363
10/20/2016 16:36,7.347
10/20/2016 16:42,7.332
10/20/2016 16:48,7.297
10/20/2016 16:54,7.26
10/20/2016 17:00,7.223
10/20/2016 17:06,7.189
10/20/2016 17:12,7.155
10/20/2016 17:18,7.128
10/20/2016 17:24,7.097
10/20/2016 17:30,7.077
10/20/2016 17:36,7.034
10/20/2016 17:42,7.004
10/20/2016 17:48,6.972
10/20/2016 17:54,6.93
10/20/2016 18:00,6.892
10/20/2016 18:06,6.861
10/20/2016 18:12,6.821
10/20/2016 18:18,6.789
10/20/2016 18:24,6.757
10/20/2016 18:30,6.738
10/20/2016 18:36,6.699
10/20/2016 18:42,6.661
10/20/2016 18:48,6.63
10/20/2016 18:54,6.598
10/20/2016 19:00,6.578
10/20/2016 19:06,6.545
10/20/2016 19:12,6.508
10/20/2016 19:18,6.475
10/20/2016 19:24,6.448
10/20/2016 19:30,6.419
10/20/2016 19:36,6.386
10/20/2016 19:42,6.362
10/20/2016 19:48,6.324
10/20/2016 19:54,6.305
10/20/2016 20:00,6.272
10/20/2016 20:06,6.249
10/20/2016 20:12,6.24
10/20/2016 20:18,6.215
10/20/2016 20:24,6.184
10/20/2016 20:30,6.168
10/20/2016 20:36,6.145
10/20/2016 20:42,6.125
10/20/2016 20:48,6.123
10/20/2016 20:54,6.095
10/20/2016 21:00,6.082
10/20/2016 21:06,6.082
10/20/2016 21:12,6.072
10/20/2016 21:18,6.06
10/20/2016 21:24,6.043
10/20/2016 21:30,6.037
10/20/2016 21:36,6.027
10/20/2016 21:42,6.024
10/20/2016 21:48,6.011
10/20/2016 21:54,6.019
10/20/2016 22:00,6.014
10/20/2016 22:06,6.018
10/20/2016 22:12,6.03
10/20/2016 22:18,6.046
10/20/2016 22:24,6.048
10/20/2016 22:30,6.061
10/20/2016 22:36,6.074
10/20/2016 22:42,6.089
10/20/2016 22:48,6.1
10/20/2016 22:54,6.118
10/20/2016 23:00,6.134
10/20/2016 23:06,6.145
10/20/2016 23:12,6.168
10/20/2016 23:18,6.19
10/20/2016 23:24,6.211
10/20/2016 23:30,6.24
10/20/2016 23:36,6.256
10/20/2016 23:42,6.291
10/20/2016 23:48,6.31
10/20/2016 23:54,6.342
10/21/2016 0:00,6.366
10/21/2016 0:06,6.387
10/21/2016 0:12,6.428
10/21/2016 0:18,6.455
10/21/2016 0:24,6.489
10/21/2016 0:30,6.523
10/21/2016 0:36,6.546
10/21/2016 0:42,6.581
10/21/2016 0:48,6.603
10/21/2016 0:54,6.627
10/21/2016 1:00,6.653
10/21/2016 1:06,6.686
10/21/2016 1:12,6.718
10/21/2016 1:18,6.752
10/21/2016 1:24,6.792
10/21/2016 1:30,6.821
10/21/2016 1:36,6.849
10/21/2016 1:42,6.862
10/21/2016 1:48,6.894
10/21/2016 1:54,6.929
10/21/2016 2:00,6.956
10/21/2016 2:06,6.986
10/21/2016 2:12,7.004
10/21/2016 2:18,7.031
10/21/2016 2:24,7.055
10/21/2016 2:30,7.075
10/21/2016 2:36,7.107
10/21/2016 2:42,7.116
10/21/2016 2:48,7.143
10/21/2016 2:54,7.178
10/21/2016 3:00,7.196
10/21/2016 3:06,7.217
10/21/2016 3:12,7.226
10/21/2016 3:18,7.248
10/21/2016 3:24,7.259
10/21/2016 3:30,7.272
10/21/2016 3:36,7.294
10/21/2016 3:42,7.299
10/21/2016 3:48,7.303
10/21/2016 3:54,7.303
10/21/2016 4:00,7.311
10/21/2016 4:06,7.313
10/21/2016 4:12,7.302
10/21/2016 4:18,7.299
10/21/2016 4:24,7.287
10/21/2016 4:30,7.28
10/21/2016 4:36,7.269
10/21/2016 4:42,7.243
10/21/2016 4:48,7.22
10/21/2016 4:54,7.2
10/21/2016 5:00,7.187
10/21/2016 5:06,7.145
10/21/2016 5:12,7.136
10/21/2016 5:18,7.114
10/21/2016 5:24,7.092
10/21/2016 5:30,7.071
10/21/2016 5:36,7.04
10/21/2016 5:42,6.995
10/21/2016 5:48,6.971
10/21/2016 5:54,6.932
10/21/2016 6:00,6.911
10/21/2016 6:06,6.881
10/21/2016 6:12,6.859
10/21/2016 6:18,6.838
10/21/2016 6:24,6.796
10/21/2016 6:30,6.764
10/21/2016 6:36,6.728
10/21/2016 6:42,6.692
10/21/2016 6:48,6.666
10/21/2016 6:54,6.646
10/21/2016 7:00,6.612
10/21/2016 7:06,6.594
10/21/2016 7:12,6.556
10/21/2016 7:18,6.524
10/21/2016 7:24,6.498
10/21/2016 7:30,6.487
10/21/2016 7:36,6.456
10/21/2016 7:42,6.422
10/21/2016 7:48,6.389
10/21/2016 7:54,6.365
10/21/2016 8:00,6.331
10/21/2016 8:06,6.318
10/21/2016 8:12,6.284
10/21/2016 8:18,6.265
10/21/2016 8:24,6.248
10/21/2016 8:30,6.23
10/21/2016 8:36,6.224
10/21/2016 8:42,6.193
10/21/2016 8:48,6.173
10/21/2016 8:54,6.154
10/21/2016 9:00,6.139
10/21/2016 9:06,6.122
10/21/2016 9:12,6.093
10/21/2016 9:18,6.083
10/21/2016 9:24,6.086
10/21/2016 9:30,6.07
10/21/2016 9:36,6.054
10/21/2016 9:42,6.033
10/21/2016 9:48,6.026
10/21/2016 9:54,6.019
10/21/2016 10:00,6.013
10/21/2016 10:06,6.011
10/21/2016 10:12,6.01
10/21/2016 10:18,6.008
10/21/2016 10:24,6.019
10/21/2016 10:30,6.032
10/21/2016 10:36,6.058
10/21/2016 10:42,6.065
10/21/2016 10:48,6.08
10/21/2016 10:54,6.077
10/21/2016 11:00,6.104
10/21/2016 11:06,6.132
10/21/2016 11:12,6.144
10/21/2016 11:18,6.193
10/21/2016 11:24,6.214
10/21/2016 11:30,6.239
10/21/2016 11:36,6.263
10/21/2016 11:42,6.281
10/21/2016 11:48,6.285
10/21/2016 11:54,6.335
10/21/2016 12:00,6.369
10/21/2016 12:06,6.402
10/21/2016 12:12,6.434
10/21/2016 12:18,6.459
10/21/2016 12:24,6.491
10/21/2016 12:30,6.52
10/21/2016 12:36,6.568
10/21/2016 12:42,6.614
10/21/2016 12:48,6.658
10/21/2016 12:54,6.688
10/21/2016 13:00,6.73
10/21/2016 13:06,6.768
10/21/2016 13:12,6.803
10/21/2016 13:18,6.845
10/21/2016 13:24,6.871
10/21/2016 13:30,6.906
10/21/2016 13:36,6.949
10/21/2016 13:42,6.983
10/21/2016 13:48,7.034
10/21/2016 13:54,7.06
10/21/2016 14:00,7.097
10/21/2016 14:06,7.131
10/21/2016 14:12,7.159
10/21/2016 14:18,7.186
10/21/2016 14:24,7.208
10/21/2016 14:30,7.256
10/21/2016 14:36,7.295
10/21/2016 14:42,7.317
10/21/2016 14:48,7.335
10/21/2016 14:54,7.357
10/21/2016 15:00,7.374
10/21/2016 15:06,7.401
10/21/2016 15:12,7.415
10/21/2016 15:18,7.45
10/21/2016 15:24,7.469
10/21/2016 15:30,7.491
10/21/2016 15:36,7.516
10/21/2016 15:42,7.52
10/21/2016 15:48,7.541
10/21/2016 15:54,7.542
10/21/2016 16:00,7.547
10/21/2016 16:06,7.552
10/21/2016 16:12,7.541
10/21/2016 16:18,7.528
10/21/2016 16:24,7.529
10/21/2016 16:30,7.533
10/21/2016 16:36,7.537
10/21/2016 16:42,7.532
10/21/2016 16:48,7.533
10/21/2016 16:54,7.507
10/21/2016 17:00,7.492
10/21/2016 17:06,7.471
10/21/2016 17:12,7.437
10/21/2016 17:18,7.422
10/21/2016 17:24,7.421
10/21/2016 17:30,7.395
10/21/2016 17:36,7.356
10/21/2016 17:42,7.351
10/21/2016 17:48,7.313
10/21/2016 17:54,7.298
10/21/2016 18:00,7.281
10/21/2016 18:06,7.248
10/21/2016 18:12,7.222
10/21/2016 18:18,7.182
10/21/2016 18:24,7.159
10/21/2016 18:30,7.133
10/21/2016 18:36,7.084
10/21/2016 18:42,7.057
10/21/2016 18:48,7.03
10/21/2016 18:54,6.997
10/21/2016 19:00,6.965
10/21/2016 19:06,6.948
10/21/2016 19:12,6.913
10/21/2016 19:18,6.887
10/21/2016 19:24,6.881
10/21/2016 19:30,6.842
10/21/2016 19:36,6.816
10/21/2016 19:42,6.783
10/21/2016 19:48,6.754
10/21/2016 19:54,6.738
10/21/2016 20:00,6.723
10/21/2016 20:06,6.682
10/21/2016 20:12,6.66
10/21/2016 20:18,6.636
10/21/2016 20:24,6.635
10/21/2016 20:30,6.597
10/21/2016 20:36,6.571
10/21/2016 20:42,6.546
10/21/2016 20:48,6.523
10/21/2016 20:54,6.527
10/21/2016 21:00,6.497
10/21/2016 21:06,6.496
10/21/2016 21:12,6.452
10/21/2016 21:18,6.422
10/21/2016 21:24,6.405
10/21/2016 21:30,6.369
10/21/2016 21:36,6.348
10/21/2016 21:42,6.345
10/21/2016 21:48,6.322
10/21/2016 21:54,6.292
10/21/2016 22:00,6.275
10/21/2016 22:06,6.257
10/21/2016 22:12,6.247
10/21/2016 22:18,6.239
10/21/2016 22:24,6.229
10/21/2016 22:30,6.226
10/21/2016 22:36,6.215
10/21/2016 22:42,6.189
10/21/2016 22:48,6.187
10/21/2016 22:54,6.164
10/21/2016 23:00,6.153
10/21/2016 23:06,6.155
10/21/2016 23:12,6.128
10/21/2016 23:18,6.125
10/21/2016 23:24,6.102
10/21/2016 23:30,6.121
10/21/2016 23:36,6.127
10/21/2016 23:42,6.119
10/21/2016 23:48,6.143
10/21/2016 23:54,6.146
10/22/2016 0:00,6.146
10/22/2016 0:06,6.139
10/22/2016 0:12,6.162
10/22/2016 0:18,6.162
10/22/2016 0:24,6.196
10/22/2016 0:30,6.228
10/22/2016 0:36,6.232
10/22/2016 0:42,6.25
10/22/2016 0:48,6.26
10/22/2016 0:54,6.291
10/22/2016 1:00,6.317
10/22/2016 1:06,6.333
10/22/2016 1:12,6.337
10/22/2016 1:18,6.364
10/22/2016 1:24,6.388
10/22/2016 1:30,6.406
10/22/2016 1:36,6.423
10/22/2016 1:42,6.444
10/22/2016 1:48,6.471
10/22/2016 1:54,6.485
10/22/2016 2:00,6.53
10/22/2016 2:06,6.535
10/22/2016 2:12,6.528
10/22/2016 2:18,6.54
10/22/2016 2:24,6.556
10/22/2016 2:30,6.575
10/22/2016 2:36,6.573
10/22/2016 2:42,6.571
10/22/2016 2:48,6.593
10/22/2016 2:54,6.596
10/22/2016 3:00,6.593
10/22/2016 3:06,6.602
10/22/2016 3:12,6.623
10/22/2016 3:18,6.657
10/22/2016 3:24,6.722
10/22/2016 3:30,6.771
10/22/2016 3:36,6.793
10/22/2016 3:42,6.832
10/22/2016 3:48,6.91
10/22/2016 3:54,6.948
10/22/2016 4:00,6.994
10/22/2016 4:06,7.022
10/22/2016 4:12,7.025
10/22/2016 4:18,7.054
10/22/2016 4:24,7.082
10/22/2016 4:30,7.083
10/22/2016 4:36,7.096
10/22/2016 4:42,7.122
10/22/2016 4:48,7.131
10/22/2016 4:54,7.134
10/22/2016 5:00,7.146
10/22/2016 5:06,7.135
10/22/2016 5:12,7.134
10/22/2016 5:18,7.144
10/22/2016 5:24,7.132
10/22/2016 5:30,7.145
10/22/2016 5:36,7.164
10/22/2016 5:42,7.171
10/22/2016 5:48,7.158
10/22/2016 5:54,7.144
10/22/2016 6:00,7.153
10/22/2016 6:06,7.137
10/22/2016 6:12,7.144
10/22/2016 6:18,7.124
10/22/2016 6:24,7.087
10/22/2016 6:30,7.065
10/22/2016 6:36,7.046
10/22/2016 6:42,7.042
10/22/2016 6:48,7.017
10/22/2016 6:54,6.987
10/22/2016 7:00,6.941
10/22/2016 7:06,6.888
10/22/2016 7:12,6.857
10/22/2016 7:18,6.813
10/22/2016 7:24,6.765
10/22/2016 7:30,6.726
10/22/2016 7:36,6.667
10/22/2016 7:42,6.606
10/22/2016 7:48,6.602
10/22/2016 7:54,6.566
10/22/2016 8:00,6.536
10/22/2016 8:06,6.498
10/22/2016 8:12,6.474
10/22/2016 8:18,6.446
10/22/2016 8:24,6.39
10/22/2016 8:30,6.348
10/22/2016 8:36,6.332
10/22/2016 8:42,6.289
10/22/2016 8:48,6.278
10/22/2016 8:54,6.228
10/22/2016 9:00,6.207
10/22/2016 9:06,6.155
10/22/2016 9:12,6.152
10/22/2016 9:18,6.13
10/22/2016 9:24,6.119
10/22/2016 9:30,6.106
10/22/2016 9:36,6.08
10/22/2016 9:42,6.055
10/22/2016 9:48,6.057
10/22/2016 9:54,6.063
10/22/2016 10:00,6.056
10/22/2016 10:06,6.051
10/22/2016 10:12,6.043
